id,transcript,emotion
005319,tôi đi à nha,neutral
001464,cầu trời cho anh hiều trở về bình an,neutral
004100,ủa sao không đưa chai nhỏ đưa chai lớn vậy,surprise
003455,vậy có học được gì không,neutral
005616,cảm ơn,neutral
007588,có khi tôi sẽ về nhà sớm,neutral
002909,cũng đúng luôn,happy
004955,cô có chắc là mình vẫn còn yêu đình phong không,neutral
007091,tôi sẽ cố gắng kêu cái gì rẻ nhất để uống,neutral
005694,cách nào,neutral
006186,thì làm sao tôi lại gần đưa thư cho cô được,angry
002948,năm trăm đi mẹ,neutral
004670,em mới phát hiện ra một cô tóc tém ở trên đó chị,surprise
004405,rất cám ơn quý vị và các bạn đã có mặt tại buổi chiếu thử ngày hôm nay,happy
002408,thôi bỏ đi nha,neutral
003151,thôi trúc cứ rửa chén xong rồi đi cũng được,neutral
001004,biết chưa,neutral
004126,khỏi đánh chung gấp đôi đi,happy
007739,ê,neutral
004156,trúc lầm bầm gì có mình vậy,surprise
003388,"em đừng buồn , và đừng bị tổn thương nha",sad
006216,mà đi đâu từ sáng giờ cũng chưa có vô nữa,neutral
004197,cái nồi cơm đó,neutral
002234,lên ga từ từ thôi,happy
006237,bây giờ đang nóng đâu có ăn được,neutral
000211,tôi đến đây làm gì vậy,sad
003996,như vậy là lúc nào trúc cũng phải có mặt bên cạnh tôi á,neutral
003209,ngóc ừ mà cái tên ngóc cũng hay đó,happy
000200,nguyễn nam,neutral
002868,con không thích đâu,angry
007241,người như cô mà cũng suy nghĩ chuyện bậy bạ hả,neutral
003677,cô ta nói cô ta cứu mình,surprise
007361,chân quá à,neutral
006605,nhưng ba biết con đã cố gắng hết sức thi đậu đại học rồi còn gì,neutral
000348,bây giờ tôi phải làm gì,angry
001008,anh cũng không biết tại sao nữa,neutral
004120,tôi không cho cô mượn được,neutral
004210,cô,neutral
001719,"khi mà con đang đi đường , con thấy cô ấy bị ba người đánh , con mới nhảy vô can , rồi con bị đánh luôn ạ",neutral
001349,có thể ngủ quên như vậy chứ,neutral
006713,cái gì mà bí ẩn chứ,angry
004878,gặp cô là mau chuồn cho lẹ cho chắc ăn khỏi rắc rối,neutral
005657,nặng quá à,neutral
007509,cô thích xếp quần áo vô va li rồi bỏ đi mà,neutral
007869,tôi đã cảm thấy,neutral
005226,tôi đã giải thích và cô đã hiểu,neutral
005228,"ủa , ba",surprise
000766,tôi với cô huề,angry
004233,"thì phải tìm hiểu xem nó là người như thế nào , thì phản công mới có hiệu quả chứ",neutral
007041,gà đi,neutral
004991,tôi chưa biết nhưng mà tôi sẽ đi tìm,sad
001816,lúc nãy nó tát xong là huề mà,angry
000916,"cô không nghĩ đến cô , thì cô phải nghĩ đến danh tiếng của tôi chứ",angry
006270,thôi mất mười hai ngàn rồi,neutral
005034,đúng rồi,happy
002729,"vì đơn giản thôi , trên trái đất này , trẻ con vẫn không ngừng được sinh ra và lớn lên , chúng là những ngôi sao trên tấm thảm kia",neutral
008307,tôi muốn dạy Trúc biết đọc biết viết,neutral
003225,bảo yến,neutral
001162,hai mươi lăm ngàn,neutral
003030,nhưng mà em ở đâu làm gì,neutral
004181,thiệt không,neutral
007202,"đồ ngốc , anh thật đáng chết",angry
000170,giúp tôi đập chết con cá được không,neutral
004646,"thật ra , em cũng muốn giúp vợ em làm việc nhà lắm",neutral
002250,thì tôi sẽ chỉ trả tiền nước của tôi thôi,neutral
001579,em sẽ diễn rất hay,neutral
007681,trời ơi sao cô lại giao luôn cho tôi,angry
005851,ủa,surprise
003753,định trở thành nhà văn hả,neutral
002413,ai da đau quá buông tui ra,angry
006476,sao ít vậy trời,surprise
007037,cái mặt tò mò thấy ghét chưa kìa,neutral
006317,ủa mà sao quạo vậy,angry
002835,con thấy nó cầm súng đi lòng vòng trong nhà con tưởng là ăn cướp,angry
006337,nhưng sắp tới ngày thi rồi mẹ,neutral
006943,nhớ rồi,neutral
005907,đúng không,neutral
006358,em gái anh đó,neutral
005330,nó muốn đau lúc nào thì đau chứ,sad
007482,tao thất bại thì kệ tao,angry
001594,bao nhiêu tiền,neutral
004337,vì anh yêu em,neutral
000321,vậy thì tốt rồi,happy
005119,nghe rõ rồi buông tui ra,angry
000952,"thì thấy cần phải nói ra , thì phải nói thôi",happy
002265,mà cuốn này được giải a giải a là giải nhất,neutral
007726,lần sau đóng tiếp,neutral
003280,còn tôi không được à,angry
008243,à hồi nãy tôi bán được hai cuốn,happy
002358,là nồi cơm điện thôi,neutral
002633,trong lòng của Nam không thấy mình có chút tình cảm nào với những người nằm trong mộng cả,neutral
005220,tiếng anh nó không có giống tiếng việt,angry
004961,gà mà cứ thích làm người,neutral
006952,trời,neutral
004473,cô rắc rối lắm,angry
007620,cũng may,neutral
004331,đủ rồi,neutral
001902,cô có biết là chiếc nhận đó đắt tiền lắm không,neutral
006419,con làm bài tốt lắm mẹ,happy
003687,nghiệp chứ,neutral
000528,bà nội sẽ bị đột quỵ vì quá sốc,angry
002329,em sẵn sàng chưa,neutral
005785,đâu có làm được đâu,neutral
002216,"hôm nay nhà thầy giáo con sửa nhà , có nguyên đống cát to đùng trước sân , con sở ý dẫm phải",angry
006211,là tụi mày méc với ba mẹ tao hả,angry
000018,phải chi có trúc ở nhà mà nghe ông chửi tôi,neutral
003295,trời ơi nhiệm vụ bất khả thi làm sao mà làm được,neutral
002164,yên tâm đi,neutral
007700,"nè , mang theo cả bàn chải cô theo luôn đi",angry
000361,của người khác,angry
006462,và bây giờ cô đang bị đau đầu đúng không,neutral
000283,"cô ấy nói , đi ra ngoài có chút việc , có thể chiều mới về , mà cũng có thể  , tới tối mới về luôn đó",happy
000408,vì người ta nói giận quá mất khôn mà,neutral
004543,cảm ơn vì đã lo cho tôi à nha,happy
005062,sinh nhật là không phải rồi á,neutral
007697,thì kệ cha tao,angry
002848,năm mươi ngàn mắc quá không cô,neutral
008192,ủa tạm thời là sao,surprise
007563,tôi với Trúc đi đâu,happy
003268,vì tôi thấy cô thật tội nghiệp,sad
005980,không liên quan gì chứ,neutral
006960,ông Hiều đang ngồi trong nhà,neutral
007248,ba anh hả,neutral
003056,cô giúp tôi nhiều như vậy,neutral
004513,tôi xin chúc cho tôi ngủ lại một đêm thôi,sad
000281,ra đường bây giờ cái gì cũng tốn tiền hết,neutral
004786,chờ một chút tôi ra liền,angry
004485,"bộ nhìn mặt anh , em thấy ghê tởm lắm hả",surprise
006732,Trần Hiếu Nghĩa học sinh xuất sắc,neutral
007257,rồi đó hai trăm ngàn đó,neutral
008293,trả tiền nước nha em,neutral
003404,trúc báo hồi nào vậy,angry
005955,con làm được khoảng chín mươi phần trăm,neutral
007197,làm sao mà biết được,angry
003414,khi nghe tin sốc,neutral
002130,"anh cứ tự nhiên đi , ăn đi anh",neutral
001992,"thật ra á , em cũng muốn mời anh vào nhà , nhưng mà em phải thay đồ đi liền , chắc anh cũng bận đúng không",neutral
004355,tứ quý nè,happy
007156,vậy mà tối qua Trúc cũng ngủ được,neutral
001803,hóa ra cái vụ tao bỏ thi đi đánh bài,angry
002596,mà tôi nghi ngờ á,neutral
001205,"không ăn cái đó , nấu cơm đi",angry
002269,vết bầm trên trán á,neutral
006686,thằng Nam phải cứu xuống đất lượm từng đồng bạc cắc,neutral
006336,ngoài trời sắp mưa rồi,sad
000989,kế hoạch gì thầy nói đi,neutral
007075,rồi còn vụ taxi nữa,neutral
006108,nhẹ nhẹ tay thôi,angry
001898,không có rồi,neutral
000011,nếu như cô chịu làm vợ tôi một thời gian,neutral
003882,cô biết gì bảo yến mà dám nói như vậy hả,angry
000665,chứ cô muốn gọi tôi là gì cũng được mà,neutral
000397,nếu tôi làm vậy,angry
007903,chết tôi rồi trời ơi ai vô mua biết,neutral
006477,tôi xin cô cô tha cho tôi đi,angry
006712,em phải tìm người làm thế em đi,neutral
002580,chúng ta nên làm lại cái hợp đồng mới đi,neutral
005024,lúc ở trong bệnh viện con cũng muốn gọi về cho ba mẹ,neutral
006818,"anh muốn ở bên em , anh biết rằng , anh không thể ngăn cản bản thân mình dừng lại được nữa",sad
002087,"con chào nội, con chào mẹ",neutral
003839,trúc ơi đi tắm đi,neutral
002862,xem mày có sợ ma hay không,neutral
006888,"dù có mang thuốc chống ói , nhưng anh biết chắc khi lên máy bay , thế nào cô cũng ói , mà bị ói sẽ rất là mệt",neutral
001153,thì anh đi tập thể dục,neutral
005230,buổi tối thì đi ngủ đi chứ,neutral
001339,có không tui tới à,neutral
006095,lỡ Trúc không cho thì sao,neutral
007461,đó thấy chưa,angry
002728,lời bốn mươi hai ngàn,neutral
001914,có phải,neutral
007795,"tôi đâu có bị điên , cô đừng có ảo tưởng nha",neutral
005465,vì đó là nước hoa của đàn ông nhưng phụ nữ cá tính mạnh như cô thì xài cũng hợp lắm á,neutral
002903,việc này quan trọng,neutral
004412,cô sẽ làm gì chứ,angry
006682,bây giờ là bảy giờ hai mươi,neutral
000689,rồi tôi tin tôi tin,angry
000904,con thỏ,neutral
001484,mà em bản lĩnh thật đó,neutral
001095,nhanh lên,angry
005889,anh không thích ăn món cá diêu hồng nữa,neutral
007792,phải,neutral
005555,vậy chong chóng ở đâu ra vậy,happy
003975,tôi quên lấy xe,neutral
000319,đây là mùi bia chứ mùi rượu gì,happy
000847,nếu con muốn tìm nơi con sinh ra,neutral
008200,ngô đồng,neutral
004687,tôi cũng đâu có ưa anh,angry
003465,bà nội nói gì với cô vậy,neutral
004528,hát nữa hả,neutral
005202,cái gì,surprise
002623,tôi nấu cháo nè cô dậy ăn đi để còn uống thuốc,neutral
005441,chắc nó không dậy,neutral
003853,cô đồng ý chịu thuê tôi,happy
007646,nè trả đó,angry
002094,tôi đâu có ngu,neutral
001435,tui tắm xong rồi trúc đi tắm đi,neutral
002591,con xong rồi con lên phòng ạ,neutral
004577,anh chạy xe cẩn thận nha yên tâm,neutral
001650,hứa cái gì mà hứa,angry
002924,tụi nó nói chuyện dông dài làm sao tập trung học được,neutral
007185,trời ơi,happy
007272,"anh nghĩ, tối nay anh nên về nhà sớm, đừng buồn anh nha",sad
003245,cảm ơn chị,neutral
008346,như vậy không gọi ra đi tay trắng thì gọi là gì,angry
004774,chiều nay có rảnh không,neutral
002593,ăn tối chưa,neutral
004580,a đã hiểu đã hiểu,happy
006047,cô không đồng ý đi bệnh viện,angry
007455,thì đó là chuyện rất bình thường khi người ta đã kết hôn mà,neutral
001839,cô tới là chết tôi luôn á,neutral
004620,mà tại sao lại không uống thuốc,surprise
000846,sợ cực kì luôn á,neutral
003457,đi thôi,sad
001477,ủa,neutral
003624,nói chuyện gì hả,angry
002950,trúc mua xe của trúc có tám mươi ngàn thôi hả,surprise
005452,dạo này nhà hàng hơi vắng khách,sad
004232,lúc nãy đi taxi suýt nữa con không đủ tiền trả đó,sad
001452,ra ngoài mới nói được,angry
005551,"kịch bản của cô viết thì làm sao mà hay được , vô lý",happy
000810,tôi cũng mệt quá rồi tôi đi ngủ đây,neutral
000108,lỡ bà sáp trên lâm đồng là con rơi của ba dì thiệt thì sao,neutral
005630,làm gì mà rửa chén bát gấp gáp vậy,neutral
007762,dạ con không cần đâu mẹ làm vậy kỳ lắm,neutral
003630,bộ cô tính,neutral
008231,mà sao em bực mình,surprise
007459,"mà thôi , cô đừng có nghĩ như vậy nha",neutral
002010,ướt đẫm cả lưỡi cày,happy
006444,cô nghĩ tôi thông minh thiệt hả,neutral
003202,tôi tin một ngày nào đó trúc sẽ gặp lại ba mẹ mình,neutral
000481,có cái này mới,neutral
005348,tui nói là tui nằm mơ rồi mà,angry
005846,làm sao mà xài hết trong một tháng ha,neutral
005506,tôi không đòi tiền công đâu cô muốn trả bao nhiêu thì trả,neutral
001571,thì tôi thấy tiết kiệm với trùm sò có gì khác đâu,neutral
008067,chán quá làm gì cho hết chán đây vậy trời,neutral
000334,tao sợ tụi mày hả,angry
000095,cô ấy nấu món canh cá diêu hồng ngon vô cùng,happy
003711,trúc ơi trúc,neutral
003104,xin lỗi nha,neutral
005748,vô phòng đi,neutral
002608,cậu điên à,angry
000992,em học chụp hình ở trường điện ảnh ngoài hà nội,neutral
005501,alo,neutral
007053,sau khi Minh Minh ký hợp đồng thì mọi việc xảy ra suôn sẻ với cô ấy chứ,neutral
006332,cô về giải quyết xong đi rồi tôi về,neutral
001214,hôm qua tính uống hai ba chai thôi,neutral
005299,tôi muốn mời cô làm người mẫu chụp ảnh cho tôi,neutral
003357,trời ơi,happy
004034,đặc biệt là hoa hồng đỏ,neutral
004980,tao hối hận quá,angry
008175,chia đi,angry
004951,bị mẹ gọi về gặp trúc,neutral
002792,nằm xuống nghỉ một chút xíu đi,neutral
003854,nè,neutral
007883,tôi để quên ở nhà rồi,neutral
007354,hay là Trúc á,neutral
002201,vậy anh thử làm đi,neutral
000685,mà nếu tôi bán sách với trúc,neutral
003632,tấm hình đó là chụp ở cầu thê húc đó,neutral
002262,mấy hôm trước,angry
004924,thôi đừng khóc nữa,neutral
002714,từ sáng giờ tôi nhục với nó nhiều lắm rồi đó,angry
005558,hỡi cô nhân tình bé nhỏ của tôi ơi,happy
003062,"được rồi , tôi sẽ tới liền",neutral
006121,khen tôi thông minh đúng không ha ha,happy
008097,ốc sên hả,neutral
003237,"mẹ tôi , ba tôi",neutral
007880,thích không,neutral
005805,không,neutral
001148,ba trăm ngàn,happy
001230,tôi thích cô lắm sao,neutral
000901,trời cầm dao rượt chém người lương thiện như tôi mà gọi là tốt,surprise
002574,đưa tôi cầm cho,neutral
006547,học trò trường huyện ngày năm ấy anh tuổi bằng em lớp tuổi thơ,neutral
002605,cho tôi mượn tiền xài,neutral
004820,thú vị chứ đó là một,neutral
007990,giờ này mà vô quán cà phê máy lạnh ngồi là đã lắm á,neutral
001022,sâu vừa sâu vừa đẹp của cô ấy và tôi đáp lại,happy
002064,bây giờ mình tính sao,neutral
000809,bộ cô không nhìn thấy sao,angry
001778,nếu mà không có cô ở đây thì,neutral
002362,nói chuyện đi,angry
003689,cảm ơn được chưa,neutral
004241,bi ren đóng vai đó quá hay rồi,neutral
001053,không có vấn đề gì à,angry
001746,mà tại sao cô không giữ lời hứa hả,angry
000691,thiệt không vậy,surprise
004674,bà đỡ chưa ạ,neutral
003436,tụi mày đừng có trách tao đó,angry
006096,tao sẽ nhờ con nhỏ bán sách trả thù giùm,neutral
003587,em còn giúp anh phát hiện ra mình có năng khiếu nấu ăn nữa chứ,happy
006197,hãy nói cho anh những điều từ lâu em giấu,happy
003121,tôi cũng chưa biết có gì tôi sẽ gọi điện thoại báo lại cho anh biết,neutral
006390,sao cô khôn vậy,neutral
004469,"chúng ta nên nói cho người kia biết , mình đã làm gì , như vậy sẽ tốt hơn",neutral
005810,có hai trường hợp xảy ra đối với cô,neutral
006937,cắt bụp con cái xuống còn hai trăm ngàn ngày,sad
006756,đừng ôm gối chiếc đêm nay ngủ,neutral
001088,cô đang ở đâu về nhà ngay,angry
005593,đừng có nấu mời khách món canh cá diêu hồng đó,neutral
008119,ủa,surprise
000853,sao con nói cái gì ba cũng không tin vậy,angry
000972,sao cô cứng đầu vậy,neutral
003402,trúc nói nếu tôi,neutral
008214,để tôi thay đổi hay sao,angry
005965,trong thư thì có thư chứ trong thư có gì,neutral
001369,thì đó cũng là do số phận chứ bộ,neutral
001916,tại sao luôn tỏ thái độ khó chịu như vậy hả,angry
004101,vậy hả,surprise
002348,"tôi nghĩ , nhà này cần phải gọi ông thầy bắt ma về , bắt ngay con ma đó",angry
002805,alo,neutral
005874,tôi không kêu tụi nó tới đánh cô tự tụi nó làm chuyện đó tôi vô tội ok,angry
006150,đó,neutral
000672,sao ba lại hỏi vậy,surprise
006201,đâu có gì đâu mẹ,neutral
002901,cô ghét tôi nên cô đì tui chứ gì,neutral
007932,ủa mà bán vài ngàn cuốn sách vậy lời bao nhiêu,neutral
004272,ủa cái sân thượng này của riêng cô à,angry
006655,cô nói diễn kịch là sao,neutral
004651,trở tôi về lại sài gòn đi,sad
002468,tôi xin lỗi vụ nãy nha,sad
008217,Trúc chưa đưa tiền cho tôi mà,neutral
004781,xé rồi,angry
008028,thì tôi mới đến đây,neutral
001141,làm gì vậy,angry
007409,vứt nó đi,neutral
000100,sai,neutral
003627,không được tôi không có nín được tôi muốn đi liền nè,neutral
008093,khi bị bệnh này á,neutral
006436,bạn cà phê bài bạc bi da thì nhiều,neutral
002648,cô nhớ lại đi,angry
001027,nếu là gà,neutral
001556,tôi đi nha,neutral
004432,ờ để tôi giúp cô,neutral
002256,tối hôm qua cô xỉn cô ngủ dưới nền nhà,angry
005382,"bây giờ , cô muốn làm gì thì làm , tôi sẽ chiều hết",angry
000823,ba mẹ đuổi con ra khỏi nhà,neutral
003705,bình tĩnh đi không cần phải lo lắng như vậy đâu,neutral
003729,đã xảy ra chuyện gì đúng không,neutral
000067,này anh chàng này giống như mới vừa đập ống heo xong lấy tiền mua sách á,neutral
007337,chắc chắn là không rồi,neutral
004619,vậy hả,surprise
004778,ừ chơi luôn,happy
005097,ủa mà sao kỳ vậy mới có chợp bắt chút xíu à,neutral
006383,trưa nay nhà anh có khách tới chơi,neutral
004383,dạ con chào ba,neutral
003147,chìa khóa gì vậy,neutral
005752,thì Trúc phải nói là Trúc có đồng ý huề hay không đã,neutral
001183,không mặc,neutral
000568,tôi muốn nói,neutral
008314,như vậy trúc không đuổi tui đi nữa hả,happy
003197,được thôi,neutral
003007,thì tại vì cô không chỉ tôi giá từng cuốn một chứ bộ,neutral
005531,đi tắm đây,happy
000634,thật sự là có rồi,neutral
005324,ừ oke,happy
001928,lúc ở đai mần,neutral
006341,mà ông bị bắt á,neutral
007499,ủa vậy là lo cho cái xe chứ đâu có lo cho tôi đúng không,neutral
000272,ai ngờ á mệt giữ vậy,surprise
005296,à thì à em nghe nói mấy người làm nghệ thuật phải hơi điên điên một chút,neutral
004692,xuống xe,angry
006144,tướng tui đi xe đạp hợp không,neutral
004285,"trời , mọi người cũng gọi là bảo nam hoài chứ gì",neutral
005823,ở với anh có chút xíu,angry
008014,thứ bảy mà anh cũng phải làm việc sao,neutral
004442,may mắn thay,neutral
001512,tiền đâu cũng đổ xăng,angry
004610,tôi chưa chuẩn bị tâm lý cho việc này,sad
004425,có khi cũng hay lắm á,happy
000355,và cũng không có chuyện cô ấy cứu con,neutral
005561,đâu có liên quan gì tới tôi,angry
008120,tôi không nghĩ tới chuyện đó,neutral
008350,hai triệu nha mẹ,neutral
005609,làm sao mà làm được,neutral
001042,chưa nghĩ ra,neutral
000227,quá giống luôn á,happy
001085,ba,angry
006735,ở đâu,neutral
007753,cô nói nhảm nhí cái gì vậy hả,neutral
000347,muốn kiếm chuyện hả,angry
005039,nói ai vậy hả,angry
004916,thì căn nhà này,neutral
001634,năm phút thôi đó nha,neutral
006206,một lũ khốn nạn,angry
007911,Trúc xỉn thật rồi mà,neutral
000196,tôi nghĩ cô cũng về thôi,neutral
004087,tụi thằng khánh con diệp,neutral
002761,nè,angry
007973,lũ khốn khiếp,angry
003088,minh minh đừng đi,neutral
006129,cảnh vật ở đây không thay đổi,neutral
000754,trời ơi sao tôi lại nằm ở đây,angry
002323,nãy giờ người nào cũng nói tôi như vậy á,sad
008160,vậy hả,neutral
007052,ờ năm ngàn,neutral
000401,trúc mở cửa liền đi làm sao mà tôi chịu nổi tôi muốn đi toa lét,angry
003394,thì tôi sẽ gọi điện thoại về để cô khỏi chờ tôi nha,neutral
005690,Trúc tốt với tôi quá,happy
004828,nhà mình bị mất trộm ạ,sad
005890,à thôi mà tối nay mình hẹn nhau ở đâu đi về tôi tới thẳng đó luôn,happy
007833,vợ tôi không có bầu,neutral
005773,nhưng em yên tâm anh sẽ dùng,neutral
008232,mẹ biết mà,neutral
006915,cô mua máy ghi âm mới chưa,neutral
006714,mà Trúc vẫn thấy trong người bình thường tỉnh táo hả,neutral
008303,tự dưng lại nghĩ ra cái trò đòi xem bằng tốt nghiệp đạo diễn,neutral
008298,Trúc vô giải quyết với ông đi,neutral
003911,mà thầy có chắc là em đậu không đó,neutral
004988,anh và em sẽ cùng nhau hỗ trợ,neutral
003356,vô đi,neutral
003605,tôi thấy á dân chúng kêu ca phàn nàn rằng ở việt nam quy hoạch treo lâu quá,neutral
007009,tôi nói là tôi có năng khiếu mà,happy
003063,thôi được rồi con đồng ý tám giờ,angry
007500,làm sao con dám ra đường,neutral
005163,nên là tôi mới có tiền đi xe ôm tới đây chứ,sad
006280,sao biết hay vậy ta,happy
007215,bà có phải là bà Sáu bà ngoại của Nghĩa không,neutral
006507,tại sao lại không ăn,neutral
006349,nhưng mà dư luận thì nhiều chiều lắm,neutral
003046,"công nhận , cô nói cũng có lý",neutral
005489,bây giờ mà Trúc bỏ không lo cho tôi,neutral
003501,thôi nha,angry
008341,trời ơi,neutral
003392,"cộng lại là một triệu , trong khi đó , trúc đi bán sách cả tháng trời mới lời được hơn một triệu , bao nhiêu tiền lời trúc lo hết cho tôi , hóa ra , trúc đi bán sách không công à",sad
003298,tôi đâu được phép gọi cô là con gà mái đâu,neutral
001280,đi xe này cho đẹp,happy
006971,"thấy sao, chạy bộ trước khi ăn sáng, nên giờ thấy ngon miệng hơn đúng không",neutral
000639,biết đâu á anh hiều về đó ở mà họ giấu mình,neutral
003296,trời ơi con gà,neutral
007355,cũng kỳ phải không,neutral
005456,một lũ bạn khốn nạn,angry
006396,chụp em bữa nay là sexy nhất rồi đó,neutral
003449,tôi muốn biết,neutral
001983,không lẽ cô đòi đọc nội dung rồi mới đưa thư hay sao,neutral
007502,lo lắng cuốn quýt đi tìm mình,neutral
001086,bốn mươi ngàn đúng số tiền trúc đưa luôn á,happy
001058,ai mua chổi lông gà không,happy
001103,dạ phải,happy
001112,mà cô không hiểu gì về đàn ông hết,angry
003869,cứ đụng vô cuốn sách là buồn ngủ,neutral
000069,lúc nãy nó bị hư thiệt mà,angry
005364,ăn rồi,neutral
006151,trời ơi,neutral
003950,ừ giống,neutral
007340,câu chuyện này khó tin quá à,neutral
002367,"cô khùng thiệt đó , giường cô sao cô không ngủ , làm tôi không có chỗ ngủ , phải ngủ trong tủ nè",angry
000070,tôi tính thử rồi,neutral
001736,mượn tiền cô tôi biết là nhục nhã xấu hổ lắm,neutral
006230,"yên tâm , tôi sẽ không làm vậy nữa đâu",neutral
002945,kỳ này là con nhỏ bán sách chết chắc với anh luôn rồi,happy
001601,ừ,neutral
004501,yên tâm rồi nha,neutral
007721,là người đặt tên cho căn nhà này đó,neutral
003253,cô bảo ăn bao ở cho tôi nha,neutral
007112,không,neutral
002855,trời heo men li đứng trước mắt đưa đôi tay không biết muốn gì,happy
004639,tối qua tôi mất trộm được chưa,neutral
003029,người ta nhìn vào tưởng hai đứa khùng,neutral
003276,tôi không ngờ trên đời lại có loại người tàn nhẫn độc ác như vậy,sad
007054,cảm ơn chị,neutral
003312,"tại sao lại phiền , cô muốn đi đâu với ai , kệ cô chứ",angry
007270,thì cô vẫn thường nói,neutral
005809,chuyện học hành chẳng qua là đối phó với ba mẹ của em thôi,angry
002477,bộ em tưởng em thề là anh sẽ tin em sao,angry
008276,ừ tôi đang bán sách á,neutral
005801,cục ta cục tác,happy
004332,cô cứ càm ràm càu nhàu suốt ngày vậy hả,angry
006272,không biết là không có lỗi nha,neutral
006946,ủa sao kỳ,surprise
000353,lúc con nhảy vô can,neutral
000060,cô chính là nguyên nhân,angry
003219,nên đã lừa cô ấy không,angry
001145,minh minh đang đứng đợi ở trước cửa rạp chiếu phim,neutral
000962,chỉ vì thầy là người duy nhất trong số các thầy cô gặp em,angry
000856,đừng đuổi tôi mà,sad
007141,khi mà tôi ra hiệu,neutral
005258,"không biết , tôi sẽ chờ đó , tôi không ăn trước đâu , cô phải về đó",angry
007168,"thì tất nhiên rồi, chuyện tôi đợi cô về nấu cơm thì có gì là sai trái chứ, đúng không",neutral
007629,đọc chuyện mà muốn biết trước cái kết thì còn gì là hay nữa đâu,neutral
003002,cảm ơn,neutral
001942,mà cũng đừng nói tên anh luôn,neutral
001910,tại vì ba mẹ tôi muốn tôi tập trung học cho nó giỏi,neutral
001505,môn nhiếp ảnh là môn bắt buộc của khoa đạo diễn mà,neutral
007927,mà lỡ nếu ba mẹ Trúc không ở Sài Gòn,neutral
005650,muốn ngồi đây mãi sao,angry
001481,tôi ăn cơm rồi,neutral
001861,tôi sẽ đau khổ lắm,neutral
000479,lần này ba anh không có đùa đâu mặt ông căng thẳng lắm đó,neutral
000679,chỗ minh minh đang ở,neutral
003339,thôi tôi không làm đâu,neutral
005857,tôi đã gọi điện thoại mời anh Đình Phong trưa nay tới nhà mình ăn cơm rồi á,neutral
001398,dạ không,neutral
002180,anh giúp tôi,surprise
007078,hay là đi báo công an đi,neutral
003739,tại sao tôi phải cảm ơn họ khi họ đuổi tôi ra khỏi nhà,angry
007949,tôi tới chỗ Bảo Yến đó,neutral
002863,nãy giờ cô kể thiệt không đó,angry
004390,tại sao thầy lại hứa với ba em là em sẽ đậu,angry
000061,không biết nữa tự dưng đau,angry
002230,nên là tôi cần người chia sẻ tâm sự,sad
007508,em ở đây một mình không sao chứ,neutral
007614,mà tùy theo mùa hoặc tùy theo thời điểm như là buổi sáng nè buổi tối nè cũng có những loại nước hoa khác nhau nữa,neutral
005886,ai dè cô ấy đá con một cái,angry
003611,nhưng mà anh nói thiệt á nha nếu anh ở chung nhà có đàn ông cái gì,angry
006430,tôi đâu có giả bộ đâu,neutral
006345,thì đi theo tấm bản đồ này,neutral
002872,tôi đùa thôi,neutral
000293,giờ uống thuốc không biết có sao không nữa,sad
005470,thật sự lúc đó tôi quá bất ngờ tôi quá sốc,neutral
000732,cô thiệt độc ác và tính toán,neutral
003108,ủa,neutral
006143,nghe rồi thằng chó,angry
004336,không được đâu,sad
007083,cô nhân tình bé nhỏ của tôi ơi,neutral
006265,trời ai mà gan dữ vậy ta,surprise
002221,cô cũng không bị biến thái nữa,neutral
002674,bây giờ thì thấy Trúc giống dễ sợ,neutral
003891,em biết rồi,neutral
005914,phải có hồ sơ xin việc nữa hả,neutral
004797,anh quá đáng vừa thôi nha,angry
004481,nếu tôi bắt kịp cô,neutral
006367,cô tới đây bằng cách nào vậy,neutral
004844,tôi thấy chuyện này còn mắc cười hơn chuyện con thỏ và con ốc sên siêu tốc đó,happy
004875,đi lâm đồng làm gì tại sao đi lâm đồng,angry
004530,khát khô cổ rồi,sad
003290,chị cũng thấy bộ đồ của tui hôi rình rồi hả,angry
006637,đừng có hỏi nữa đi rồi sẽ biết,neutral
004665,chứ cô mà không cứu tôi á,sad
004729,con diệp đó mà trả thiếu một ngàn,neutral
004560,bây giờ ở nhà,neutral
002793,sao cô biết tên tôi,surprise
001783,ngoài phòng của tụi em ra,neutral
008058,"không được, nhất định cô phải trả lời phỏng vấn",happy
006953,lạ thiệt dòng chữ to đùng viết trên máy bay,neutral
007939,bà có biết gì về ba mẹ cháu không,neutral
002017,chính xác,happy
003782,anh đây,neutral
002026,"giận nhiều lắm , đến nỗi , tôi muốn bỏ nhà ra đi",neutral
004291,có nghĩa là vô cùng duyên dáng,happy
002288,cô phải đi mua vé đó,neutral
002465,câu thứ nhất,neutral
005402,thối lại chị một ngàn,neutral
002660,YYến,neutral
007798,tôi thấy món đó trong sách nấu ăn ở nhà từ lâu rồi,neutral
000981,"mắc , cỡ , quá , đi",happy
001787,không sao tôi là đàn ông tôi nhường trúc mới đúng chứ,neutral
006781,tôi không bơi nữa đâu,angry
004230,quyệt thêm tí phấn vào má chỗ bộp đi diện nước mắt,neutral
007609,hết,neutral
001356,tôi muốn môi cô chỉ mỉm cười,neutral
006195,đưa đây tui xách giùm cho,neutral
004936,món này gọi là canh hay sao,surprise
000884,nhưng mà té sẽ đau lắm á,happy
000822,tại sao tôi lại đi xe đạp của cô kì vậy,angry
